"imgthumbnail href","imgthumbnail src","product-name","out-stock-chat","out-stock-chat 2","out-stock-chat href","out-stock-pre-chat","rrp","has-savings-price","price","has-vat-price","label 2","ql-loginmsg href","large-delivery-details-text","delivery-detailstwo","normal","dams","outofstockchat","in-stock","stock-qty","buttons","btn"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x8-led-white-candle","https://www.hill-interiors.com/images/giant/20866.jpg","Luxe Collection Natural Glow 3x8 LED White Candle","","","","","RRP
                                    £17.95","22","£13.95","£16.74","Product Code: HI-20866","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","290","$t_item = {};
                                $t_item.item_id = 40940118;
                                $t_item.item_sku = ""HI-20866"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3x8 LED White Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20866.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413263 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3-5x9-led-white-candle","https://www.hill-interiors.com/images/giant/20867.jpg","Luxe Collection Natural Glow 3.5x9 LED White Candle","","","","","RRP
                                    £19.95","20","£15.95","£19.14","Product Code: HI-20867","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","298","$t_item = {};
                                $t_item.item_id = 40940692;
                                $t_item.item_sku = ""HI-20867"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3.5x9 LED White Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20867.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413837 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-6x6-led-white-candle","https://www.hill-interiors.com/images/giant/20868.jpg","Luxe Collection Natural Glow 6x6 LED White Candle","","","","","RRP
                                    £34.95","23","£26.95","£32.34","Product Code: HI-20868","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","321","$t_item = {};
                                $t_item.item_id = 40940126;
                                $t_item.item_sku = ""HI-20868"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 6x6 LED White Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20868.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413271 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-6x12-led-white-candle","https://www.hill-interiors.com/images/giant/20869.jpg","Luxe Collection Natural Glow 6x12 LED White Candle","","","","","RRP
                                    £39.95","23","£30.95","£37.14","Product Code: HI-20869","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","403","$t_item = {};
                                $t_item.item_id = 40940123;
                                $t_item.item_sku = ""HI-20869"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 6x12 LED White Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20869.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413268 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x4-textured-ribbed-led-candle","https://www.hill-interiors.com/images/giant/20870.jpg","Luxe Collection Natural Glow 3x4 Textured Ribbed LED Candle","Email query to","support@officemonster.co.uk","mailto:support@officemonster.co.uk","Check Stock - Click Here","RRP
                                    £13.95","22","£10.95","£13.14","Product Code: HI-20870","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x6-textured-ribbed-led-candle","https://www.hill-interiors.com/images/giant/20871.jpg","Luxe Collection Natural Glow 3x6 Textured Ribbed LED Candle","Email query to","support@officemonster.co.uk","mailto:support@officemonster.co.uk","Check Stock - Click Here","RRP
                                    £15.95","19","£12.95","£15.54","Product Code: HI-20871","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x8-textured-ribbed-led-candle","https://www.hill-interiors.com/images/giant/20872.jpg","Luxe Collection Natural Glow 3x8 Textured Ribbed LED Candle","","","","","RRP
                                    £17.95","22","£13.95","£16.74","Product Code: HI-20872","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","401","$t_item = {};
                                $t_item.item_id = 40940677;
                                $t_item.item_sku = ""HI-20872"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3x8 Textured Ribbed LED Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20872.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413822 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3-5x9-texture-ribbed-led-candle","https://www.hill-interiors.com/images/giant/20873.jpg","Luxe Collection Natural Glow 3.5x9 Texture Ribbed LED Candle","","","","","RRP
                                    £19.95","20","£15.95","£19.14","Product Code: HI-20873","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","416","$t_item = {};
                                $t_item.item_id = 40940678;
                                $t_item.item_sku = ""HI-20873"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3.5x9 Texture Ribbed LED Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20873.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413823 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x4-grey-led-candle","https://www.hill-interiors.com/images/giant/20874.jpg","Luxe Collection Natural Glow 3x4 Grey LED Candle","Email query to","support@officemonster.co.uk","mailto:support@officemonster.co.uk","Check Stock - Click Here","RRP
                                    £13.95","22","£10.95","£13.14","Product Code: HI-20874","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x6-grey-led-candle","https://www.hill-interiors.com/images/giant/20875.jpg","Luxe Collection Natural Glow 3x6 Grey LED Candle","Email query to","support@officemonster.co.uk","mailto:support@officemonster.co.uk","Check Stock - Click Here","RRP
                                    £15.95","19","£12.95","£15.54","Product Code: HI-20875","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x8-grey-led-candle","https://www.hill-interiors.com/images/giant/20876.jpg","Luxe Collection Natural Glow 3x8 Grey LED Candle","Email query to","support@officemonster.co.uk","mailto:support@officemonster.co.uk","Check Stock - Click Here","RRP
                                    £17.95","22","£13.95","£16.74","Product Code: HI-20876","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x4-grey-dipped-led-candle","https://www.hill-interiors.com/images/giant/20877.jpg","Luxe Collection Natural Glow 3x4 Grey  Dipped LED Candle","","","","","RRP
                                    £13.95","22","£10.95","£13.14","Product Code: HI-20877","https://www.officemonster.co.uk/candles?result=36#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","156","$t_item = {};
                                $t_item.item_id = 40940106;
                                $t_item.item_sku = ""HI-20877"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3x4 Grey  Dipped LED Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20877.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-a.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-a.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-a.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-a.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-a.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-a.jpg""},{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-b.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-b.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-b.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-b.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-b.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20877-b.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413251 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x6-grey-dipped-led-candle","https://www.hill-interiors.com/images/giant/20878.jpg","Luxe Collection Natural Glow 3x6 Grey  Dipped LED Candle","","","","","RRP
                                    £15.95","19","£12.95","£15.54","Product Code: HI-20878","https://www.officemonster.co.uk/candles?result=36&p=2#","","For delivery timelines, please confirm stock availability","","","","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x8-grey-dipped-led-candle","https://www.hill-interiors.com/images/giant/20879.jpg","Luxe Collection Natural Glow 3x8 Grey Dipped LED Candle","","","","","RRP
                                    £17.95","22","£13.95","£16.74","Product Code: HI-20879","https://www.officemonster.co.uk/candles?result=36&p=2#","","For delivery timelines, please confirm stock availability","","","","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-set-of-2-white-led-tealights","https://www.hill-interiors.com/images/giant/20880.jpg","Luxe Collection Natural Glow set of 2 White LED Tealights","Email query to","support@officemonster.co.uk","mailto:support@officemonster.co.uk","Check Stock - Click Here","RRP
                                    £12.95","23","£9.95","£11.94","Product Code: HI-20880","https://www.officemonster.co.uk/candles?result=36&p=2#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-s-2-white-led-dinner-candles","https://www.hill-interiors.com/images/giant/20881.jpg","Luxe Collection Natural Glow S/ 2 White LED Dinner Candles","","","","","RRP
                                    £15.95","19","£12.95","£15.54","Product Code: HI-20881","https://www.officemonster.co.uk/candles?result=36&p=2#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","504","$t_item = {};
                                $t_item.item_id = 40940813;
                                $t_item.item_sku = ""HI-20881"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow S 2 White LED Dinner Candles"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20881.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-a.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-a.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-a.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-a.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-a.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-a.jpg""},{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-b.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-b.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-b.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-b.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-b.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20881-b.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413958 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x4-marble-effect-led-candle","https://www.hill-interiors.com/images/giant/20882.jpg","Luxe Collection Natural Glow 3x4 Marble Effect LED Candle","","","","","RRP
                                    £13.95","22","£10.95","£13.14","Product Code: HI-20882","https://www.officemonster.co.uk/candles?result=36&p=2#","","For delivery timelines, please confirm stock availability","","","","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x6-marble-effect-led-candle","https://www.hill-interiors.com/images/giant/20883.jpg","Luxe Collection Natural Glow 3x6 Marble Effect LED Candle","","","","","RRP
                                    £15.95","19","£12.95","£15.54","Product Code: HI-20883","https://www.officemonster.co.uk/candles?result=36&p=2#","","For delivery timelines, please confirm stock availability","","","","","","",""
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3x8-marble-effect-led-candle","https://www.hill-interiors.com/images/giant/20884.jpg","Luxe Collection Natural Glow 3x8 Marble Effect LED Candle","","","","","RRP
                                    £17.95","22","£13.95","£16.74","Product Code: HI-20884","https://www.officemonster.co.uk/candles?result=36&p=2#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","568","$t_item = {};
                                $t_item.item_id = 40940119;
                                $t_item.item_sku = ""HI-20884"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3x8 Marble Effect LED Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20884.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20884-a.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20884-a.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20884-a.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20884-a.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20884-a.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20884-a.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413264 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-3-5x9-marble-effect-led-candle","https://www.hill-interiors.com/images/giant/20885.jpg","Luxe Collection Natural Glow 3.5x9 Marble Effect LED Candle","","","","","RRP
                                    £19.95","20","£15.95","£19.14","Product Code: HI-20885","https://www.officemonster.co.uk/candles?result=36&p=2#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","427","$t_item = {};
                                $t_item.item_id = 40940120;
                                $t_item.item_sku = ""HI-20885"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 3.5x9 Marble Effect LED Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20885.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20885-a.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20885-a.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20885-a.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20885-a.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20885-a.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20885-a.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413265 = JSON.parse(JSON.stringify($t_item));","Add to basket"
"https://www.officemonster.co.uk/candles/luxe-collection-natural-glow-6x6-marble-effect-led-candle","https://www.hill-interiors.com/images/giant/20886.jpg","Luxe Collection Natural Glow 6x6 Marble Effect LED Candle","","","","","RRP
                                    £37.95","24","£28.95","£34.74","Product Code: HI-20886","https://www.officemonster.co.uk/candles?result=36&p=2#","3-5 Working Day Delivery","Next day delivery optional if ordered by  Subject to stock","3pm","2pm","Check Stock","In Stock","686","$t_item = {};
                                $t_item.item_id = 40940127;
                                $t_item.item_sku = ""HI-20886"";
                                $t_item.item_catalog_id = 1000;
                                $t_item.item_supplier_id = 2038;
                                $t_item.item_is_multiple = 0;
                                $t_item.item_minimum_order = 1;
                                $t_item.item_maximum_order = 0;
                                $t_item.item_is_contract = 0;
                                $t_item.item_name = ""Luxe Collection Natural Glow 6x6 Marble Effect LED Candle"";
                                $t_item.item_image_thumbnail_path = '';
                                $t_item.item_image_thumbnail = '';
                                $t_item.item_image_xl = '20886.jpg';
                                $t_item.item_image_xl_path = 'https://www.hill-interiors.com/images/giant/';
                                $t_item.item_cost_center_id = 0;
                                $t_item.pack_uom = ""EA"";
                                $t_item.item_department_id = 0;
                                $t_item.item_pack = ""1"";
                                $t_item.item_images = [{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-a.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-a.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-a.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-a.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-a.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-a.jpg""},{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-b.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-b.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-b.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-b.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-b.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-b.jpg""},{""title_image"":"""",""image_thumbnail"":"""",""image_thumbnail_path"":"""",""image"":"""",""image_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-c.jpg"",""image_large"":"""",""image_large_path"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-c.jpg"",""image_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-c.jpg"",""thumbnail_link"":"""",""image_large_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-c.jpg"",""image_zoom_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-c.jpg"",""image_view_link"":""https:\/\/www.hill-interiors.com\/images\/giant\/20886-c.jpg""}];
                                $t_item.item_price_type = 0;
                                $t_item.item_price_unit = 1;
                                $t_item.modifiers = JSON.parse('null');

                                var obj_55413272 = JSON.parse(JSON.stringify($t_item));","Add to basket"
